277 156 78 160 41 	24 78 49 72 24 76 49 64 48 76 
277 160 78 160 	24 78 49 72 24 49 65 
277 159 270 298 189 	24 78 49 72 24 57 41 
277 160 313 187 189 	39 77 34 61 22 72 51 64 48 72 22 46 65 46 65 41 10 37 63 49 63 24 48 63 25 76 34 61 63 
277 160 313 180 187 189 300 126 	24 78 49 64 44 64 41 ,
277 155 270 	22 78 49 72 24 
277 155 270 	22 78 49 72 24 
300 225 230 154 	51 72 23 
176 270 277 288 	47 66 23 78 48 
255 135 285 143 171 	27 51 76 
275 270 277 161 289 207 214 135 	28 76 32 63 24 63 3 54 
270 156 189 180 313 183 135 	24 78 49 72 41 44 72 51 
312 190 207 212 	57 45 
115 278 287 261 300 126 	10 43 46 72 39 76 3 
272 188 	22 73 44 63 
174 122 275 	47 76 47 
175 127 	47 57 78 37 64 56 78 22 
282 225 295 171 	54 68 37 78 37 
282 225 295 171 	54 68 37 78 37 
183 216 	51 34 61 22 65 
183 158 277 	24 66 36 63 
255 153 160 	27 72 49 65 
179 189 	47 68 24 
258 160 288 171 	57 73 49 64 48 47 
255 153 160 	27 72 49 65 
259 285 	22 66 28 
47 153 205 149 207 293 261 300 126 	49 76 22 41 63 
258 298 153 	57 65 29 61 49 
255 90 197 	57 72 57 41 63 
258 298 153 	57 65 29 61 49 
293 196 172 180 290 230 207 293 180 290 225 295 	43 68 38 22 
260 	7 49 63 
260 47 225 	22 73 45 32 
80 216 250 295 171 	28 64 43 63 41 72 22 65 29 24 58 
260 270 78 	27 63 22 76 
260 78 	27 63 22 76 
260 225 	22 63 24 61 29 61 22 63 32 66 22 34 61 63 
277 160 90 212 282 153 	9 57 63 9 
260 225 115 270 	27 63 34 54 64 22 
209 162 	34 72 
182 287 171 	57 77 39 63 
260 279 135 	27 58 51 
259 	57 65 
255 169 189 	55 78 49 68 3 23 51 63 
206 144 278 142 300 126 	22 66 49 78 57 64 48 76 3 
68 197 90 	29 76 41 63 57 
260 285 225 225 232 140 171 	56 63 51 72 
257 216 224 171 185 	27 67 41 63 
254 285 234 298 153 	39 63 54 72 39 63 49 
260 135 289 153 90 	27 63 51 78 47 49 78 57 
275 232 253 	22 66 32 64 48 63 
260 171 	57 73 47 
254 171 290 153 	22 22 78 56 
254 171 290 153 142 189 	27 73 47 45 51 72 41 
254 171 290 153 142 189 	27 73 47 45 51 72 41 
254 171 290 153 142 189 	27 73 47 45 51 72 41 
254 171 290 153 90 	47 3 34 51 76 3 
260 44 38 	27 47 76 49 78 49 76 
212 145 169 135 	22 78 56 72 37 78 49 47 72 3 
298 171 188 	57 63 3 45 63 
272 171 181 189 	55 73 47 78 43 72 41 
260 171 187 288 189 	27 73 3 43 64 48 41 
260 189 	57 73 41 
282 232 300 225 232 	44 61 64 51 78 32 49 
116 162 180 185 	6 54 57 49 
110 198 293 153 	22 66 51 63 40 64 43 37 64 
116 162 180 185 300 127 	6 54 57 49 
260 189 	57 73 41 
298 198 207 	27 3 39 
298 198 293 153 	27 3 39 49 
298 287 115 284 270 277 189 	30 63 34 61 44 61 63 41 67 57 
260 216 225 285 153 	39 66 22 63 41 39 63 49 
298 198 214 161 	27 3 39 78 49 63 
298 198 214 287 254 300 153 	27 3 39 78 49 55 72 23 49 
254 291 135 	27 73 41 51 
260 261 	27 63 3 24 
260 261 78 	57 63 3 24 76 
254 291 135 	27 73 41 51 
260 189 196 261 	27 73 41 64 3 24 
188 230 171 	24 63 48 41 
303 122 261 278 300 	33 65 22 37 49 58 57 72 
277 151 207 293 282 153 300 133 189 	9 57 63 9 
260 23 	27 63 20 
259 	57 65 
215 126 	27 63 39 49 
185 135 142 282 225 295 171 	22 78 51 73 22 78 57 
254 180 290 135 	27 73 43 51 
209 116 285 288 207 214 135 	27 49 78 27 47 72 3 
312 252 257 	28 63 43 
260 180 133 189 	27 73 43 51 64 41 
260 180 173 189 	44 72 49 65 54 63 51 63 
258 113 293 135 	22 3 25 65 
304 171 290 212 	43 27 63 57 
274 154 	28 37 
254 180 290 135 	27 73 43 51 
298 180 183 135 142 169 189 	27 73 43 51 22 65 
254 180 290 143 135 	27 73 43 51 
260 153 	27 63 49 
298 287 216 	57 49 41 
312 282 153 300 126 	54 72 
300 158 217 	39 48 63 51 66 37 63 
102 159 313 180 	55 72 49 64 44 
312 286 270 300 225 295 127 	7 40 63 49 
260 153 142 	27 63 49 78 51 65 
260 153 285 90 	27 63 49 78 51 78 57 
260 153 135 90 295 189 	27 63 49 78 51 78 57 32 41 
260 153 142 	27 63 49 78 51 65 
260 153 142 	27 63 49 78 51 65 
260 153 142 	27 63 49 78 51 65 
260 153 135 295 189 	27 63 49 78 51 32 41 
260 153 171 	7 22 49 78 56 36 
298 38 189 	22 73 49 41 
293 252 298 189 	45 35 61 9 
305 179 144 286 113 171 	40 76 23 63 39 72 
89 160 	57 37 63 41 63 
306 122 207 212 300 126 	25 49 22 63 22 63 47 
260 298 291 171 	27 63 49 78 32 49 
260 298 291 207 214 189 	27 63 49 78 32 49 
260 153 225 161 216 225 	27 49 78 37 78 49 3 39 
275 294 207 215 135 	7 22 49 78 56 36 
254 90 	43 65 28 63 
272 97 	22 72 57 65 
110 225 226 170 230 293 135 	55 64 22 63 49 
110 225 226 	55 64 22 63 49 
293 196 170 153 	41 64 29 65 
300 144 185 	55 66 39 78 40 37 63 
298 207 215 171 	27 73 38 47 
184 190 	45 64 51 78 51 65 
312 287 225 226 	45 63 37 27 65 37 
312 287 225 226 	45 63 37 27 65 37 
260 225 295 153 250 	27 32 49 78 29 65 
260 108 	57 77 
206 189 275 	27 63 49 
298 108 225 232 160 	27 77 40 49 65 
298 113 207 160 	27 77 40 49 65 
87 225 295 153 	58 65 32 49 
298 113 278 189 	27 77 58 63 41 
182 160 291 116 293 	6 3 40 49 63 56 78 32 78 49 65 54 63 39 65 
275 283 198 208 300 126 	45 27 78 27 72 
137 260 291 	43 78 49 22 63 55 
115 253 300 127 	22 66 3 29 65 
260 110 90 	55 63 54 72 29 
260 108 143 	27 63 54 51 63 
253 282 	55 63 22 63 58 63 49 65 
300 295 144 290 286 109 	24 3 24 63 -27 64 51 78 51 65 
306 189 149 	22 64 
176 189 291 215 300 	43 67 49 78 54 
205 145 288 	6 40 64 22 
305 179 144 149 270 278 287 189 	45 72 9 47 63 41 
255 270 	27 72 22 
188 189 259 	57 78 49 65 54 37 
298 160 188 153 270 300 113 171 	57 37 78 48 63 43 64 37 22 49 72 3 
255 270 	27 72 22 
258 	57 47 66 39 78 49 
300 189 291 207 214 135 	24 63 51 
300 189 291 261 300 126 	24 63 51 
259 288 153 90 	57 64 48 49 78 57 
258 90 	43 41 65 49 
300 136 	22 51 63 
259 	57 65 
188 208 	43 38 
255 189 	57 72 41 
255 189 190 	27 72 41 78 41 9 
255 196 	27 72 41 65 
255 261 	27 72 3 24 
289 216 226 	23 76 43 34 61 65 
289 216 226 	23 76 43 34 61 65 
255 160 288 189 	27 72 49 64 48 41 
306 122 207 293 153 	22 78 51 49 78 22 
300 158 180 185 	22 63 51 63 
255 285 ோ	54 63 48 51 41 27 72 51 76 
255 153 160 	27 72 49 65 
259 282 180 185 	51 63 51 
308 293 225 230 252 260 288 171 	51 64 43 57 78 32 64 22 
255 153 160 	27 72 49 65 
259 	57 65 
259 	57 65 
254 100 288 153 	27 72 55 63 48 49 
255 90 173 189 	47 76 58 49 63 
255 90 295 153 	27 72 57 78 32 49 
255 90 295 153 186 135 232 144 275 	27 72 57 78 32 44 61 65 51 78 34 
300 99 80 225 226 	46 67 49 63 
300 99 80 225 226 	46 67 49 63 
111 133 206 225 232 135 	54 64 39 72 55 47 72 3 
254 261 	27 72 10 3 24 
199 225 	49 63 37 
311 230 300 126 	46 72 34 61 
275 283 198 208 	45 27 78 27 63 
111 126 134 230 	45 22 49 63 
174 135 	47 72 51 
106 	55 64 
289 223 270 275 	43 49 
311 152 282 212 	28 33 63 
115 287 135 300 133 189 	43 76 49 
176 190 300 126 	57 47 63 43 78 37 58 76 37 63 58 73 
298 287 270 275 	44 78 49 72 32 
179 293 261 300 126 	47 58 65 41 72 
255 285 113 300 126 	54 78 48 48 
187 160 207 212 	44 67 32 34 63 51 76 
259 170 261 	27 64 48 63 3 24 
210 133 113 290 230 207 214 288 212 	57 78 43 56 78 32 22 64 48 63 
210 133 116 291 	57 78 43 56 78 32 
183 216 	51 34 61 22 65 
183 216 300 126 	47 58 64 51 63 20 3 
259 270 	51 34 61 22 65 
256 169 261 	27 45 63 41 72 
259 149 282 189 	51 34 61 22 63 
206 162 	22 66 37 78 37 63 
289 285 171 	47 51 
298 153 252 	27 49 78 27 
259 116 112 	27 64 58 66 7 58 66 7 
χ	16 22 78 57 
275 283 198 208 	45 27 78 27 63 
253 135 225 90 	27 63 8 51 78 34 78 57 
259 142 	27 64 51 65 
259 135 	39 72 58 51 65 
259 99 32 171 	27 64 55 76 51 78 47 
259 135 295 189 	27 64 51 78 32 41 
290 286 109 	43 22 78 56 65 
204 261 300 126 	7 43 
312 212 	48 58 
289 223 	25 3 32 72 
271 173 161 	22 51 78 43 41 63 
255 171 178 90 	30 3 22 63 49 
259 189 	43 63 43 
258 197 	27 65 41 
259 189 259 135 143 	27 64 41 27 65 51 63 
259 261 	27 64 3 24 
293 136 282 153 300 126 	41 72 37 63 20 3 
186 261 278 189 	57 64 49 72 47 64 22 
259 189 	43 63 43 
258 291 	27 65 41 65 
310 212 	48 58 
273 162 189 90 	22 65 41 78 57 
292 300 261 300 126 	41 63 23 67 41 
306 189 190 	47 66 30 72 
40 260 160 41 	49 76 57 63 49 64 48 76 
259 99 32 171 	27 64 55 76 51 78 47 
306 216 223 270 271 	57 3 23 78 48 63 
306 216 	57 3 23 78 48 63 
259 225 232 	55 58 49 
259 167 	27 64 11 
311 287 171 290 207 214 135 	43 78 49 63 49 3 46 47 72 3 
282 154 290 295 261 300 126 	27 64 37 78 49 
292 189 151 	40 41 78 48 54 63 39 
40 225 232 	49 76 32 65 
215 282 143 171 	57 78 54 64 27 
259 285 198 214 	47 22 34 61 65 
173 300 171 	45 63 39 51 
80 230 270 300 	54 72 37 41 
214 	
292 189 151 	40 41 78 48 54 63 39 
71 162 	27 76 9 
260 162 90 	43 57 3 39 
290 118 288 	43 66 49 63 41 63 
312 180 290 153 	6 43 49 
306 122 198 214 158 	29 24 63 41 63 
260 108 189 	55 74 41 
71 261 	27 76 3 24 
256 	57 67 
71 180 161 	27 76 43 34 61 63 
188 295 300 153 	24 63 48 22 
256 	57 67 
298 113 207 160 	27 77 40 49 65 
298 113 207 160 	27 77 40 49 65 
312 285 275 126 284 	8 22 63 9 
277 270 	51 63 37 
259 145 207 56 283 153 	22 73 39 65 
71 108 	27 77 
298 113 207 160 	27 77 40 49 65 
277 151 90 	22 78 49 64 57 
277 151 90 	22 78 49 64 57 
277 151 90 212 	9 57 63 47 57 65 58 
277 160 90 212 282 153 	9 57 63 9 
277 151 90 295 135 	22 78 49 64 57 78 32 51 
277 151 90 293 282 	9 57 63 9 
277 151 90 212 	9 57 63 47 57 65 58 
277 160 90 212 282 153 	9 57 63 9 
277 151 90 228 189 298 189 	22 78 49 64 57 78 32 72 41 57 72 41 
277 151 90 232 	22 78 49 64 57 78 32 65 
277 160 90 212 282 153 	9 57 63 9 
277 160 90 232 197 	22 78 49 64 57 78 32 65 41 63 
277 160 90 212 282 153 	9 57 63 9 
277 160 90 212 282 153 	9 57 63 9 
277 160 90 212 282 153 	9 57 63 9 
277 151 90 232 288 189 298 189 	22 78 49 64 55 78 27 64 48 41 78 57 72 41 
277 151 90 232 	22 78 49 64 57 78 32 65 
