300 	278 
278 	300 
277 	276 
276 	277 
275 	274 
274 	275 
273 	272 
272 	273 
80 	78 
78 	80 
271 	79 
79 	271 
299 	269 
269 	299 
268 	267 
267 	268 
266 	265 
265 	266 
264 	263 
263 	264 
76 	74 
74 	76 
262 	75 
75 	262 
298 	260 
260 	298 
259 	258 
258 	259 
257 	256 
256 	257 
255 	254 
254 	255 
73 	71 
71 	73 
253 	72 
72 	253 
296 	242 
242 	296 
241 	240 
240 	241 
239 	238 
238 	239 
237 	236 
236 	237 
67 	65 
65 	67 
235 	66 
66 	235 
295 	233 
233 	295 
232 	231 
231 	232 
230 	229 
229 	230 
228 	227 
227 	228 
64 	62 
62 	64 
226 	63 
63 	226 
294 	224 
224 	294 
223 	222 
222 	223 
221 	220 
220 	221 
219 	218 
218 	219 
61 	59 
59 	61 
217 	60 
60 	217 
293 	215 
215 	293 
214 	213 
213 	214 
212 	211 
211 	212 
210 	209 
209 	210 
58 	56 
56 	58 
208 	57 
57 	208 
292 	206 
206 	292 
205 	204 
204 	205 
203 	202 
202 	203 
201 	200 
200 	201 
55 	53 
53 	55 
199 	54 
54 	199 
290 	188 
188 	290 
187 	186 
186 	187 
185 	184 
184 	185 
183 	182 
182 	183 
49 	47 
47 	49 
181 	48 
48 	181 
289 	179 
179 	289 
178 	177 
177 	178 
176 	175 
175 	176 
174 	173 
173 	174 
46 	44 
44 	46 
172 	45 
45 	172 
288 	170 
170 	288 
169 	168 
168 	169 
167 	166 
166 	167 
165 	164 
164 	165 
43 	41 
41 	43 
163 	42 
42 	163 
287 	161 
161 	287 
160 	159 
159 	160 
158 	157 
157 	158 
156 	155 
155 	156 
40 	38 
38 	40 
154 	39 
39 	154 
285 	143 
143 	285 
142 	141 
141 	142 
140 	139 
139 	140 
138 	137 
137 	138 
34 	32 
32 	34 
136 	33 
33 	136 
282 	116 
116 	282 
115 	114 
114 	115 
113 	112 
112 	113 
111 	110 
110 	111 
25 	23 
23 	25 
109 	24 
24 	109 
283 	125 
125 	283 
124 	123 
123 	124 
122 	121 
121 	122 
120 	119 
119 	120 
28 	26 
26 	28 
118 	27 
27 	118 
284 	134 
134 	284 
133 	132 
132 	133 
131 	130 
130 	131 
129 	128 
128 	129 
31 	29 
29 	31 
127 	30 
30 	127 
286 	152 
152 	286 
151 	150 
150 	151 
149 	148 
148 	149 
147 	146 
146 	147 
37 	35 
35 	37 
145 	36 
36 	145 
291 	197 
197 	291 
196 	195 
195 	196 
194 	193 
193 	194 
192 	191 
191 	192 
52 	50 
50 	52 
190 	51 
51 	190 
293 	295 
215 	233 
214 	232 
213 	231 
212 	230 
211 	229 
210 	228 
209 	227 
58 	64 
56 	62 
208 	226 
57 	63 
293 	233 
215 	295 
214 	231 
213 	232 
212 	229 
211 	230 
210 	227 
209 	228 
58 	62 
56 	64 
208 	63 
57 	226 
295 	293 
233 	215 
232 	214 
231 	213 
230 	212 
229 	211 
228 	210 
227 	209 
64 	58 
62 	56 
226 	208 
63 	57 
295 	215 
233 	293 
232 	213 
231 	214 
230 	211 
229 	212 
228 	209 
227 	210 
64 	56 
62 	58 
226 	57 
63 	208 
285 	284 
143 	134 
142 	133 
141 	132 
140 	131 
139 	130 
138 	129 
137 	128 
34 	31 
32 	29 
136 	127 
33 	30 
285 	134 
143 	284 
142 	132 
141 	133 
140 	130 
139 	131 
138 	128 
137 	129 
34 	29 
32 	31 
136 	30 
33 	127 
284 	285 
134 	143 
133 	142 
132 	141 
131 	140 
130 	139 
129 	138 
128 	137 
31 	34 
29 	32 
127 	136 
30 	33 
284 	143 
134 	285 
133 	141 
132 	142 
131 	139 
130 	140 
129 	137 
128 	138 
31 	32 
29 	34 
127 	33 
30 	136 
294 	292 
224 	206 
223 	205 
222 	204 
221 	203 
220 	202 
219 	201 
218 	200 
61 	55 
59 	53 
217 	199 
60 	54 
294 	206 
224 	292 
223 	204 
222 	205 
221 	202 
220 	203 
219 	200 
218 	201 
61 	53 
59 	55 
217 	54 
60 	199 
294 	291 
224 	197 
223 	196 
222 	195 
221 	194 
220 	193 
219 	192 
218 	191 
61 	52 
59 	50 
217 	190 
60 	51 
294 	197 
224 	291 
223 	195 
222 	196 
221 	193 
220 	194 
219 	191 
218 	192 
61 	50 
59 	52 
217 	51 
60 	190 
292 	294 
206 	224 
205 	223 
204 	222 
203 	221 
202 	220 
201 	219 
200 	218 
55 	61 
53 	59 
199 	217 
54 	60 
292 	224 
206 	294 
205 	222 
204 	223 
203 	220 
202 	221 
201 	218 
200 	219 
55 	59 
53 	61 
199 	60 
54 	217 
292 	291 
206 	197 
205 	196 
204 	195 
203 	194 
202 	193 
201 	192 
200 	191 
55 	52 
53 	50 
199 	190 
54 	51 
292 	197 
206 	291 
205 	195 
204 	196 
203 	193 
202 	194 
201 	191 
200 	192 
55 	50 
53 	52 
199 	51 
54 	190 
291 	294 
197 	224 
196 	223 
195 	222 
194 	221 
193 	220 
192 	219 
191 	218 
52 	61 
50 	59 
190 	217 
51 	60 
291 	224 
197 	294 
196 	222 
195 	223 
194 	220 
193 	221 
192 	218 
191 	219 
52 	59 
50 	61 
190 	60 
51 	217 
291 	292 
197 	206 
196 	205 
195 	204 
194 	203 
193 	202 
192 	201 
191 	200 
52 	55 
50 	53 
190 	199 
51 	54 
291 	206 
197 	292 
196 	204 
195 	205 
194 	202 
193 	203 
192 	200 
191 	201 
52 	53 
50 	55 
190 	54 
51 	199 
